単語, SVL, 回数
memo, 5, 42
memorial, 5, 114
mentally, 5, 77
microwave, 5, 42
mid, 5, 347
midday, 5, 27
milkman, 5, 0
millionth, 5, 3
minus, 5, 50
mischief, 5, 7
missile, 5, 159
misfortune, 5, 11
mission, 5, 605
mitten, 5, 1
moan, 5, 4
moderate, 5, 160
mixture, 5, 25
modify, 5, 65
moist, 5, 2
moisture, 5, 15
monarch, 5, 64
morally, 5, 12
moss, 5, 16
motive, 5, 52
motorbike, 5, 31
motorist, 5, 41
mourn, 5, 27
multiple, 5, 248
mummy, 5, 22
murmur, 5, 7
myth, 5, 31
negotiate, 5, 263
neutral, 5, 24
nickel, 5, 16
nicely, 5, 18
nightdress, 5, 0
nightgown, 5, 0
nightmare, 5, 88
nonstop, 5, 16
noted, 5, 400
noticeable, 5, 25
noun, 5, 1
novelist, 5, 30
nude, 5, 34
numerous, 5, 166
nursery, 5, 8
nylon, 5, 3
oar, 5, 5
obedience, 5, 7
objective, 5, 89
obligation, 5, 118
oblige, 5, 45
observer, 5, 143
offensive, 5, 418
offering, 5, 446
officially, 5, 190
onward, 5, 16
omit, 5, 17
opponent, 5, 499
optimistic, 5, 140
oral, 5, 24
organic, 5, 44
organism, 5, 49
organized, 5, 178
organist, 5, 0
oriental, 5, 18
originate, 5, 37
ornament, 5, 5
ounce, 5, 23
outlet, 5, 188
outlook, 5, 200
overflow, 5, 14
overhead, 5, 36
oversleep, 5, 0
overtake, 5, 36
overwhelming, 5, 82
oyster, 5, 2
packaging, 5, 53
packing, 5, 20
painfully, 5, 11
pad, 5, 50
pal, 5, 23
pamphlet, 5, 4
pansy, 5, 0
paperback, 5, 2
parasol, 5, 1
participate, 5, 278
particle, 5, 61
passionate, 5, 51
partnership, 5, 269
password, 5, 68
pasta, 5, 11
paste, 5, 22
pastime, 5, 5
pasture, 5, 5
patiently, 5, 10
patron, 5, 46
peel, 5, 11
peer, 5, 134
perception, 5, 88
perfume, 5, 3
performer, 5, 101
perish, 5, 22
pessimistic, 5, 10
petrol, 5, 69
phase, 5, 158
phenomenon, 5, 75
philosopher, 5, 21
physically, 5, 108
pierce, 5, 23
pillowcase, 5, 0
pinch, 5, 25
plainly, 5, 7
playmate, 5, 1
plead, 5, 151
pleasing, 5, 24
plow, 5, 26
plunge, 5, 296
plural, 5, 1
pocketbook, 5, 0
poll, 5, 423
pointer, 5, 74
pony, 5, 12
pope, 5, 456
portable, 5, 25
portray, 5, 114
powerless, 5, 13
precisely, 5, 43
predict, 5, 393
prefecture, 5, 201
preference, 5, 45
prejudice, 5, 45
prescription, 5, 38
presentation, 5, 84
presently, 5, 7
presidential, 5, 602
prevail, 5, 55
prevention, 5, 82
primarily, 5, 83
privately, 5, 64
prime, 5, 1697
printing, 5, 104
proclaim, 5, 72
procession, 5, 20
productive, 5, 61
productivity, 5, 77
profile, 5, 334
progressive, 5, 69
prohibit, 5, 109
prominent, 5, 215
prompt, 5, 369
promptly, 5, 20
prosper, 5, 21
prosperous, 5, 34
protective, 5, 53
proverb, 5, 2
proven, 5, 119
provider, 5, 192
provincial, 5, 62
provision, 5, 71
prudent, 5, 13
psychological, 5, 80
psychologist, 5, 56
psychology, 5, 37
publicity, 5, 57
publisher, 5, 86
publishing, 5, 91
pullover, 5, 2
punch, 5, 127
punctual, 5, 8
qualify, 5, 183
quote, 5, 659
pyramid, 5, 20
racial, 5, 64
racing, 5, 231
rag, 5, 12
raisin, 5, 0
raindrop, 5, 1
random, 5, 82
raspberry, 5, 36
rational, 5, 13
react, 5, 205
reasonably, 5, 26
recess, 5, 6
recession, 5, 206
recipe, 5, 45
recycle, 5, 18
recruit, 5, 255
refine, 5, 28
reflection, 5, 76
refresh, 5, 18
refuge, 5, 56
refugee, 5, 413
refusal, 5, 36
regardless, 5, 96
regional, 5, 434
register, 5, 558
regulate, 5, 69
relaxation, 5, 7
relieved, 5, 53
reluctant, 5, 78
relieve, 5, 26
remarkably, 5, 28
remedy, 5, 34
removal, 5, 77
Renaissance, 5, 31
renew, 5, 83
rental, 5, 45
reproduce, 5, 29
republican, 5, 724
researcher, 5, 632
reservation, 5, 30
reserved, 5, 1009
resign, 5, 148
respectable, 5, 13
restrict, 5, 83
restriction, 5, 237
resume, 5, 214
retirement, 5, 204
revival, 5, 36
retreat, 5, 106
revive, 5, 123
revolutionary, 5, 105
rib, 5, 18
riches, 5, 10
rider, 5, 132
ridiculous, 5, 64
riding, 5, 108
rising, 5, 497
rinse, 5, 1
rightly, 5, 18
risky, 5, 93
riverside, 5, 9
roar, 5, 44
robbery, 5, 40
rocky, 5, 55
romance, 5, 29
routine, 5, 158
rudely, 5, 1
rosy, 5, 14
rugby, 5, 338
sacred, 5, 27
saddle, 5, 13
salesclerk, 5, 0
salespeople, 5, 0
salesperson, 5, 0
sandy, 5, 38
satisfactory, 5, 9
satellite, 5, 304
satisfying, 5, 21
scar, 5, 34
scarce, 5, 28
scary, 5, 51
schoolbook, 5, 0
schoolhouse, 5, 1
schoolmaster, 5, 0
schoolroom, 5, 0
schoolteacher, 5, 7
scrap, 5, 128
sculpture, 5, 82
seemingly, 5, 103
senate, 5, 309
sentiment, 5, 159
separately, 5, 75
separation, 5, 30
severely, 5, 52
seriousness, 5, 13
sexy, 5, 29
shed, 5, 107
shilling, 5, 5
shiny, 5, 24
shipping, 5, 102
shocking, 5, 67
shoemaker, 5, 0
shorten, 5, 29
shovel, 5, 19
shrink, 5, 135
sightseeing, 5, 5
significance, 5, 65
similarity, 5, 55
similarly, 5, 90
singular, 5, 7
skilled, 5, 54
situated, 5, 10
slap, 5, 61
slender, 5, 14
slippery, 5, 22
snatch, 5, 31
sneeze, 5, 4
soar, 5, 151
sob, 5, 11
soften, 5, 40
sole, 5, 80
solely, 5, 94
solidly, 5, 5
solitude, 5, 7
solo, 5, 89
someday, 5, 32
sow, 5, 34
sparkle, 5, 5
sparrow, 5, 6
specifically, 5, 146
specialize, 5, 47
spectator, 5, 55
sphere, 5, 15
sporting, 5, 154
sprinkle, 5, 10
squirrel, 5, 6
stain, 5, 17
standing, 5, 424
startle, 5, 13
statesman, 5, 15
steadily, 5, 79
steer, 5, 64
stern, 5, 69
stitch, 5, 27
stimulate, 5, 68
stomachache, 5, 1
strap, 5, 60
strategy, 5, 513
streetcar, 5, 2
strengthen, 5, 220
stride, 5, 51
stripe, 5, 14
strive, 5, 58
stubborn, 5, 12
stumble, 5, 50
stylish, 5, 15
substantial, 5, 105
substitute, 5, 163
sue, 5, 140
sufferer, 5, 9
suicide, 5, 371
summertime, 5, 3
summon, 5, 66
sunglasses, 5, 21
superior, 5, 58
supposed, 5, 180
supreme, 5, 158
surfing, 5, 20
surgeon, 5, 63
surgery, 5, 262
surprisingly, 5, 80
survival, 5, 113
survivor, 5, 267
suspend, 5, 267
suspicion, 5, 139
suspicious, 5, 64
sustain, 5, 161
swift, 5, 127
symphony, 5, 7
talented, 5, 74
tease, 5, 44
technically, 5, 58
tempt, 5, 28
tenderly, 5, 3
terrific, 5, 37
terrorist, 5, 1245
testing, 5, 286
Thanksgiving, 5, 12
theme, 5, 164
thinker, 5, 19
thermometer, 5, 11
thinly, 5, 5
thorn, 5, 14
thoughtful, 5, 15
thriller, 5, 77
thrilling, 5, 54
throne, 5, 83
tighten, 5, 88
tights, 5, 1
timeless, 5, 4
tissue, 5, 54
tolerate, 5, 59
toothache, 5, 0
topping, 5, 49
torch, 5, 38
touching, 5, 65
tournament, 5, 962
trader, 5, 120
tragedy, 5, 108
trading, 5, 603
transform, 5, 138
tragic, 5, 62
tread, 5, 26
transition, 5, 153
trendy, 5, 19
trim, 5, 38
trombone, 5, 0
troop, 5, 810
turtle, 5, 26
tub, 5, 9
twilight, 5, 16
twinkle, 5, 5
typhoon, 5, 72
typically, 5, 207
ultimate, 5, 115
unacceptable, 5, 82
unaware, 5, 28
unbelievable, 5, 51
uncertainty, 5, 174
uncover, 5, 61
undergo, 5, 117
uncommon, 5, 20
undergraduate, 5, 8
undertake, 5, 74
unemployment, 5, 325
unexpectedly, 5, 34
unfair, 5, 78
unfamiliar, 5, 37
unimportant, 5, 2
unity, 5, 195
unjust, 5, 6
unlike, 5, 215
unpleasant, 5, 13
unusually, 5, 42
unwilling, 5, 30
urban, 5, 173
utter, 5, 39
utterly, 5, 40
vacuum, 5, 58
veil, 5, 35
veranda, 5, 0
verb, 5, 1
victorious, 5, 22
viewpoint, 5, 19
vigor, 5, 6
vine, 5, 40
violate, 5, 221
violently, 5, 20
vital, 5, 185
vivid, 5, 16
volcano, 5, 21
vow, 5, 269
waken, 5, 0
ward, 5, 143
warrior, 5, 73
warming, 5, 282
wartime, 5, 40
wholly, 5, 25
widespread, 5, 224
wineglass, 5, 0
widow, 5, 78
wireless, 5, 140
wit, 5, 19
witch, 5, 25
withdraw, 5, 218
woodland, 5, 8
workshop, 5, 48
worldwide, 5, 302
zebra, 5, 7
zipper, 5, 3
abortion, 6, 86
abrupt, 6, 15
accessible, 6, 68
accidentally, 6, 45
accommodate, 6, 42
accountant, 6, 42
accounting, 6, 78
accumulate, 6, 58
accuracy, 6, 55
accusation, 6, 230
ace, 6, 126
acknowledge, 6, 388
activist, 6, 510
adequate, 6, 37
adjective, 6, 2
administrative, 6, 67
administrator, 6, 66
admirable, 6, 4
admirer, 6, 8
adverb, 6, 0
aftercare, 6, 0
advertiser, 6, 103
aha, 6, 0
airliner, 6, 29
alas, 6, 9
alcoholic, 6, 11
alley, 6, 17
ally, 6, 510
almighty, 6, 10
alongside, 6, 336
alphabetical, 6, 4
aluminum, 6, 26
ample, 6, 24
analyst, 6, 1148
annoying, 6, 16
anticipation, 6, 40
ape, 6, 15
applaud, 6, 63
applause, 6, 40
applied, 6, 139
architectural, 6, 10
armchair, 6, 1
ascent, 6, 28
assess, 6, 131
assessment, 6, 145
astonishment, 6, 2
astronaut, 6, 99
asset, 6, 352
astronomer, 6, 85
astronomy, 6, 23
athletics, 6, 88
attendance, 6, 82
attentive, 6, 5
attribute, 6, 159
babe, 6, 13
authorize, 6, 136
backbone, 6, 11
bacteria, 6, 86
badminton, 6, 13
bald, 6, 15
banish, 6, 22
bankrupt, 6, 24
banner, 6, 107
banquet, 6, 18
barbecue, 6, 10
bazaar, 6, 7
bargaining, 6, 26
beak, 6, 5
beater, 6, 0
beforehand, 6, 20
beneficial, 6, 50
betrayal, 6, 9
bilingual, 6, 5
biography, 6, 60
biting, 6, 16
bitterness, 6, 8
blast, 6, 193
bleach, 6, 21
blessed, 6, 39
blueprint, 6, 29
blot, 6, 4
bodily, 6, 27
boiling, 6, 12
boldness, 6, 6
booking, 6, 365
boom, 6, 120
boost, 6, 579
booth, 6, 56
bounce, 6, 160
boycott, 6, 65
bravery, 6, 11
breaking, 6, 279
bribe, 6, 39
brighten, 6, 19
brightness, 6, 13
brilliance, 6, 17
brook, 6, 50
broom, 6, 3
Buddhism, 6, 12
Buddhist, 6, 53
burial, 6, 103
builder, 6, 31
businesslike, 6, 2
buzz, 6, 82
calculator, 6, 19
caller, 6, 21
calmness, 6, 2
campground, 6, 0
cannon, 6, 29
canyon, 6, 8
capability, 6, 123
caress, 6, 4
cargo, 6, 110
carrier, 6, 219
cartoon, 6, 383
cashier, 6, 12
casually, 6, 17
cello, 6, 9
cemetery, 6, 54
certainty, 6, 46
certificate, 6, 48
chairperson, 6, 4
challenger, 6, 62
changeable, 6, 1
characterize, 6, 47
cheaply, 6, 22
cheapness, 6, 0
checkup, 6, 3
chilly, 6, 7
choke, 6, 34
circulation, 6, 28
clash, 6, 444
cite, 6, 467
classification, 6, 21
classified, 6, 99
classify, 6, 14
clause, 6, 39
clearing, 6, 28
clearness, 6, 0
climatic, 6, 4
cloak, 6, 14
closing, 6, 202
cluster, 6, 36
coarse, 6, 4
coating, 6, 12
collective, 6, 89
colored, 6, 45
coloring, 6, 5
combined, 6, 278
comeback, 6, 150
comet, 6, 104
comical, 6, 9
commence, 6, 17
commodity, 6, 114
comparable, 6, 38
comparative, 6, 5
comparatively, 6, 19
compass, 6, 4
compensation, 6, 152
compel, 6, 57
competent, 6, 21
competing, 6, 159
completion, 6, 45
complexity, 6, 39
complicate, 6, 30
complication, 6, 49
compliment, 6, 25
composed, 6, 39
comprehend, 6, 14
compulsory, 6, 14
conception, 6, 9
conditional, 6, 11
condom, 6, 21
congratulate, 6, 53
considerably, 6, 34
constructive, 6, 30
consultation, 6, 63
contentment, 6, 1
continental, 6, 49
continual, 6, 8
continually, 6, 26
controversy, 6, 212
continuously, 6, 21
controversial, 6, 267
conversational, 6, 1
convict, 6, 364
coolness, 6, 1
convincing, 6, 54
cooperate, 6, 123
cooperative, 6, 21
coordinate, 6, 133
cork, 6, 47
correction, 6, 123
correspond, 6, 9
correspondent, 6, 271
corrupt, 6, 56
corruption, 6, 499
cosmetic, 6, 30
costly, 6, 97
couch, 6, 27
councilor, 6, 3
counsel, 6, 60
counseling, 6, 14
counselor, 6, 16
countless, 6, 33
counterpart, 6, 153
courtesy, 6, 75
coverage, 6, 366
cowardly, 6, 16
cozy, 6, 11
cracker, 6, 4
craftsman, 6, 7
crane, 6, 35
creator, 6, 112
crisp, 6, 25
crook, 6, 7
crouch, 6, 56
cruise, 6, 108
cuckoo, 6, 3
cue, 6, 43
cupful, 6, 0
curiously, 6, 6
curriculum, 6, 26
curse, 6, 32
cycling, 6, 117
cyclist, 6, 37
dart, 6, 17
database, 6, 114
daybreak, 6, 2
deceit, 6, 2
decent, 6, 93
deception, 6, 12
dedicate, 6, 19
dedicated, 6, 126
deepen, 6, 80
defendant, 6, 109
defender, 6, 394
defensive, 6, 1335
deficit, 6, 253
defy, 6, 74
deliberate, 6, 36
deliberately, 6, 56
delicately, 6, 5
demerit, 6, 0
demonstrator, 6, 126
denial, 6, 91
dental, 6, 27
dependence, 6, 40
depress, 6, 5
depressed, 6, 32
depressing, 6, 23
deputy, 6, 398
descendant, 6, 22
descent, 6, 73
deserted, 6, 23
devoted, 6, 45
devise, 6, 38
dew, 6, 2
diagram, 6, 11
dialogue, 6, 175
digestion, 6, 2
dime, 6, 8
dimension, 6, 25
diminish, 6, 43
diplomat, 6, 258
disagreement, 6, 64
disappointing, 6, 150
disapproval, 6, 11
disapprove, 6, 2
disclose, 6, 157
discrimination, 6, 109
dishonest, 6, 7
dishonestly, 6, 0
displease, 6, 1
dissatisfy, 6, 0
distinctive, 6, 36
distrust, 6, 32
disturbance, 6, 22
disturbed, 6, 13
disturbing, 6, 32
ditch, 6, 49
diverse, 6, 98
diversity, 6, 142
divine, 6, 17
dizzy, 6, 11
documentary, 6, 177
donation, 6, 92
dreadful, 6, 16
driveway, 6, 17
dropout, 6, 13
drunken, 6, 15
duke, 6, 96
dullness, 6, 0
dump, 6, 121
dwarf, 6, 83
dwelling, 6, 10
earnestly, 6, 3
economically, 6, 44
economics, 6, 213
eggplant, 6, 2
ego, 6, 32
elaborate, 6, 93
electron, 6, 21
eliminate, 6, 195
embarrassed, 6, 23
embarrassment, 6, 41
encouragement, 6, 25
endeavor, 6, 16
endurance, 6, 17
energetic, 6, 18
enormously, 6, 17
entertaining, 6, 31
envious, 6, 4
equation, 6, 26
equip, 6, 99
equivalent, 6, 115
eternally, 6, 6
ethical, 6, 36
ethics, 6, 50
everlasting, 6, 3
evolve, 6, 145
exaggeration, 6, 15
examiner, 6, 11
exceedingly, 6, 10
excellence, 6, 39
exceptional, 6, 84
exclusive, 6, 97
exclusively, 6, 53
excursion, 6, 8
execute, 6, 208
exhaustion, 6, 15
exploit, 6, 134
explosive, 6, 229
exporter, 6, 73
extract, 6, 47
fable, 6, 10
facsimile, 6, 1
faculty, 6, 19
fake, 6, 202
familiarity, 6, 8
faraway, 6, 4
farmland, 6, 13
fascinate, 6, 31
fatigue, 6, 56
fearless, 6, 6
federation, 6, 200
feeble, 6, 8
feminist, 6, 35
fireproof, 6, 0
financially, 6, 74
firework, 6, 29
fitness, 6, 141
flatten, 6, 10
fleet, 6, 64
flexibility, 6, 54
fling, 6, 24
fluid, 6, 51
flutter, 6, 5
folding, 6, 12
folly, 6, 6
forgiveness, 6, 47
formality, 6, 5
formula, 6, 92
fortnight, 6, 21
fossil, 6, 198
foster, 6, 107
foul, 6, 2540
fowl, 6, 1
fraction, 6, 67
fragment, 6, 73
framework, 6, 88
freshly, 6, 7
frustrate, 6, 83
fuck, 6, 0
fucking, 6, 1
fulfillment, 6, 18
funding, 6, 373
furthermore, 6, 22
fuss, 6, 11
fuzzy, 6, 14
gallon, 6, 74
gasp, 6, 22
gateway, 6, 21
gathering, 6, 207
gem, 6, 14
gene, 6, 150
generosity, 6, 18
generate, 6, 317
genetic, 6, 104
geometry, 6, 3
glide, 6, 12
glider, 6, 4
glimpse, 6, 68
glitter, 6, 54
gorgeous, 6, 13
grammatical, 6, 8
gratitude, 6, 22
graze, 6, 5
gravity, 6, 82
grill, 6, 22
grouping, 6, 9
grove, 6, 6
grower, 6, 16
guarded, 6, 22
gunman, 6, 494
habitual, 6, 0
hail, 6, 135
hallway, 6, 17
handicap, 6, 9
handicapped, 6, 2
harden, 6, 52
hardship, 6, 36
hardy, 6, 6
hateful, 6, 8
haunt, 6, 18
headlight, 6, 5
headmaster, 6, 4
hence, 6, 22
herb, 6, 5
heritage, 6, 85
hesitation, 6, 8
highland, 6, 12
hilly, 6, 1
holder, 6, 195
holiness, 6, 5
hospitality, 6, 35
hostile, 6, 52
hostility, 6, 126
hum, 6, 13
hymn, 6, 3
idealize, 6, 0
identification, 6, 34
ideology, 6, 124
idiom, 6, 0
idleness, 6, 0
immature, 6, 5
immortal, 6, 4
impatience, 6, 4
impolite, 6, 3
importantly, 6, 70
impossibility, 6, 2
imprison, 6, 85
inadequate, 6, 34
incapable, 6, 5
incorrect, 6, 25
inclination, 6, 3
indication, 6, 155
indifference, 6, 6
indifferent, 6, 6
individually, 6, 33
inexpensive, 6, 27
inevitably, 6, 56
infect, 6, 88
infectious, 6, 57
infinite, 6, 10
inflict, 6, 54
informed, 6, 117
ingredient, 6, 87
inheritance, 6, 12
initiate, 6, 60
initiative, 6, 259
innovation, 6, 168
insert, 6, 42
inquiry, 6, 344
insight, 6, 126
insistence, 6, 21
insistent, 6, 2
inspection, 6, 67
inspiring, 6, 49
institutional, 6, 24
instructive, 6, 1
instrumental, 6, 23
insufficient, 6, 31
intellect, 6, 5
intended, 6, 222
intensity, 6, 56
intermediate, 6, 12
interpretation, 6, 88
interruption, 6, 17
intervention, 6, 115
intimate, 6, 29
involvement, 6, 269
irregular, 6, 6
irresponsible, 6, 28
irritate, 6, 7
irritating, 6, 8
irritation, 6, 10
Islam, 6, 595
isle, 6, 17
isolate, 6, 36
isolation, 6, 59
jolly, 6, 4
jerk, 6, 13
juicy, 6, 4
junk, 6, 27
jury, 6, 175
justification, 6, 24
kit, 6, 120
lacking, 6, 66
lad, 6, 41
lasting, 6, 80
leak, 6, 227
lest, 6, 9
lever, 6, 19
librarian, 6, 5
liking, 6, 14
liner, 6, 30
lining, 6, 36
lodging, 6, 10
lone, 6, 66
loosen, 6, 42
loudspeaker, 6, 16
loser, 6, 80
lumber, 6, 5
magnetic, 6, 28
maiden, 6, 28
mainland, 6, 83
mammal, 6, 38
manhood, 6, 1
manly, 6, 3
manuscript, 6, 26
marketplace, 6, 88
marvel, 6, 68
massage, 6, 11
masterpiece, 6, 29
mathematician, 6, 4
mellow, 6, 8
melting, 6, 39
memorize, 6, 12
metallic, 6, 6
metaphor, 6, 18
microscope, 6, 17
midst, 6, 59
mildly, 6, 8
mingle, 6, 17
milky, 6, 13
mini, 6, 71
miniature, 6, 24
mining, 6, 98
mislead, 6, 23
mister, 6, 2
misunderstanding, 6, 18
mock, 6, 97
moderately, 6, 24
moderation, 6, 11
modestly, 6, 17
modesty, 6, 8
mold, 6, 21
molecule, 6, 35
monetary, 6, 311
monopoly, 6, 31
momentary, 6, 2
morality, 6, 16
mortal, 6, 11
motivate, 6, 113
motorcar, 6, 0
motorway, 6, 11
mouthful, 6, 3
multimedia, 6, 11
multitude, 6, 10
murderer, 6, 25
Muslim, 6, 1228
mutter, 6, 6
mutton, 6, 2
narration, 6, 1
narrative, 6, 111
nationalist, 6, 92
naughty, 6, 6
naval, 6, 42
navigation, 6, 23
neatly, 6, 13
needy, 6, 5
neighboring, 6, 212
newcomer, 6, 47
newscaster, 6, 2
newsletter, 6, 67
nightclub, 6, 44
nobility, 6, 4
noiseless, 6, 0
nobleman, 6, 3
noisily, 6, 2
nomination, 6, 395
nonetheless, 6, 70
noodle, 6, 9
nuisance, 6, 4
nun, 6, 13
nutrition, 6, 33
oat, 6, 0
objection, 6, 45
obscure, 6, 43
obstacle, 6, 87
octopus, 6, 3
odor, 6, 5
offender, 6, 70
offshore, 6, 91
offspring, 6, 15
opener, 6, 169
optional, 6, 12
orbit, 6, 171
orchard, 6, 9
orient, 6, 80
originality, 6, 2
ornamental, 6, 5
orphan, 6, 24
orthodox, 6, 44
outbreak, 6, 404
outsider, 6, 37
outskirt, 6, 90
oval, 6, 21
overthrow, 6, 92
overtime, 6, 119
overweight, 6, 27
overwhelm, 6, 69
overwork, 6, 7
owing, 6, 11
ownership, 6, 88
pant, 6, 8
paradox, 6, 16
parliamentary, 6, 115
parlor, 6, 6
partially, 6, 50
participant, 6, 156
participation, 6, 120
pastry, 6, 6
paw, 6, 6
patent, 6, 78
peacefully, 6, 41
peacock, 6, 13
peck, 6, 13
peculiarity, 6, 3
peculiarly, 6, 0
pedal, 6, 26
peep, 6, 3
penetrate, 6, 38
penniless, 6, 5
penetration, 6, 15
pension, 6, 173
perch, 6, 18
perfection, 6, 13
persist, 6, 53
peril, 6, 17
persistent, 6, 72
personnel, 6, 178
perspective, 6, 151
photographic, 6, 7
physicist, 6, 73
pillar, 6, 53
pint, 6, 6
plague, 6, 71
plantation, 6, 14
planetarium, 6, 0
pledge, 6, 461
plentiful, 6, 8
plug, 6, 56
poetic, 6, 1
popularly, 6, 10
positively, 6, 38
postage, 6, 6
pregnancy, 6, 43
precaution, 6, 50
prediction, 6, 196
pregnant, 6, 86
premise, 6, 44
preliminary, 6, 130
preschool, 6, 11
preservation, 6, 19
pretense, 6, 1
prey, 6, 52
priceless, 6, 12
prick, 6, 4
probability, 6, 30
probe, 6, 195
proceeding, 6, 93
proficient, 6, 0
profound, 6, 52
prominence, 6, 32
promoter, 6, 23
protector, 6, 14
proposition, 6, 31
Protestant, 6, 13
provided, 6, 828
providing, 6, 376
provoke, 6, 107
puff, 6, 12
puppet, 6, 23
purity, 6, 12
qualification, 6, 111
quest, 6, 69
queue, 6, 55
quietness, 6, 0
rack, 6, 38
radar, 6, 143
radish, 6, 0
ragged, 6, 11
rainfall, 6, 12
rally, 6, 564
ram, 6, 35
rape, 6, 216
ratio, 6, 60
realm, 6, 38
reap, 6, 30
reasoning, 6, 17
reassure, 6, 71
rebellion, 6, 54
rebuild, 6, 114
receptionist, 6, 1
reckless, 6, 32
recreation, 6, 25
reel, 6, 52
reflective, 6, 7
refreshing, 6, 12
regain, 6, 98
refreshment, 6, 1
registration, 6, 27
regularity, 6, 2
rehearsal, 6, 16
reign, 6, 128
relaxing, 6, 16
rejection, 6, 39
relevant, 6, 119
reliable, 6, 89
remainder, 6, 47
render, 6, 34
remembrance, 6, 12
reopen, 6, 112
repeatedly, 6, 265
repetition, 6, 5
replay, 6, 137
repose, 6, 0
representation, 6, 68
resent, 6, 11
resemblance, 6, 11
resentment, 6, 42
reproduction, 6, 12
reside, 6, 39
residential, 6, 89
respectful, 6, 33
restless, 6, 4
restoration, 6, 23
restructure, 6, 41
retail, 6, 228
revenue, 6, 878
revise, 6, 117
revolt, 6, 48
revolve, 6, 26
rhythmic, 6, 4
riddle, 6, 21
ridge, 6, 16
rigid, 6, 22
rip, 6, 68
ritual, 6, 41
roam, 6, 28
rubbish, 6, 43
rust, 6, 18
salaried, 6, 2
salon, 6, 11
salute, 6, 40
Satan, 6, 6
savage, 6, 41
scenario, 6, 131
schooling, 6, 9
scooter, 6, 12
scope, 6, 62
scorn, 6, 18
scramble, 6, 98
scrape, 6, 22
script, 6, 100
seaport, 6, 4
searchlight, 6, 10
seaweed, 6, 2
secondhand, 6, 8
sect, 6, 25
senator, 6, 257
seminar, 6, 13
sender, 6, 0
sensitivity, 6, 38
sequence, 6, 67
sewing, 6, 14
shady, 6, 10
shameful, 6, 7
shark, 6, 88
sharpen, 6, 17
sharpness, 6, 4
sheer, 6, 59
shatter, 6, 50
Shinto, 6, 3
shit, 6, 4
shiver, 6, 5
shrine, 6, 67
shutter, 6, 29
sideways, 6, 16
simplicity, 6, 14
signify, 6, 23
simultaneously, 6, 60
sincerity, 6, 7
skyscraper, 6, 13
slavery, 6, 29
slam, 6, 585
sleepless, 6, 4
slogan, 6, 122
smoky, 6, 4
snowstorm, 6, 40
sober, 6, 7
soak, 6, 14
soapy, 6, 0
snowy, 6, 30
socialist, 6, 99
sociology, 6, 8
solar, 6, 313
solemnly, 6, 3
solitary, 6, 19
sophisticated, 6, 98
spacecraft, 6, 106
spaceship, 6, 11
span, 6, 103
specify, 6, 64
spectacular, 6, 78
speculation, 6, 185
spicy, 6, 17
spinach, 6, 0
spit, 6, 21
sporty, 6, 7
springtime, 6, 4
stack, 6, 39
stability, 6, 201
stagger, 6, 8
staircase, 6, 6
stale, 6, 10
stalk, 6, 22
standpoint, 6, 27
startling, 6, 22
starvation, 6, 13
statistics, 6, 130
steamship, 6, 0
stillness, 6, 0
stimulus, 6, 163
stony, 6, 0
stool, 6, 4
storage, 6, 104
stoop, 6, 9
storyteller, 6, 3
storytelling, 6, 14
straighten, 6, 7
strait, 6, 24
stray, 6, 26
strife, 6, 12
structural, 6, 73
stump, 6, 23
stupidity, 6, 7
subtle, 6, 32
succession, 6, 80
successive, 6, 81
successor, 6, 115
sufficiency, 6, 4
summary, 6, 37
supervision, 6, 25
supplement, 6, 50
suppress, 6, 43
surf, 6, 16
surname, 6, 26
suspense, 6, 4
swamp, 6, 14
sway, 6, 39
sweetheart, 6, 4
sweetly, 6, 3
sweetness, 6, 2
swimsuit, 6, 2
syllable, 6, 4
symbolic, 6, 103
sympathize, 6, 10
symptom, 6, 84
systematic, 6, 21
tablet, 6, 230
tackle, 6, 328
tag, 6, 108
tasty, 6, 5
taxation, 6, 20
teamwork, 6, 10
taxpayer, 6, 90
teaspoonful, 6, 0
teaspoon, 6, 2
technician, 6, 31
telegraph, 6, 91
tempo, 6, 18
tenant, 6, 23
tenderness, 6, 1
terminal, 6, 70
terrace, 6, 12
terrify, 6, 34
thankful, 6, 22
thankfully, 6, 30
theatrical, 6, 54
theft, 6, 68
therapy, 6, 88
thickness, 6, 1
thrust, 6, 64
tick, 6, 64
timid, 6, 6
tiring, 6, 7
topical, 6, 4
torment, 6, 19
tortoise, 6, 14
torture, 6, 146
tourism, 6, 175
transaction, 6, 113
transformation, 6, 42
translator, 6, 38
transmission, 6, 78
transmit, 6, 73
transparent, 6, 155
trash, 6, 33
tremble, 6, 8
treasury, 6, 150
tremendous, 6, 86
triangular, 6, 9
trivial, 6, 23
troublesome, 6, 5
trophy, 6, 226
trusting, 6, 13
trustworthy, 6, 12
truthful, 6, 5
tuck, 6, 31
tuna, 6, 12
ultimately, 6, 290
umpire, 6, 34
unarmed, 6, 46
unavoidable, 6, 10
unbearable, 6, 14
unconscious, 6, 25
undo, 6, 22
undress, 6, 4
undoubted, 6, 7
uneasy, 6, 27
unemployed, 6, 67
unfold, 6, 92
unhappiness, 6, 4
universally, 6, 22
unlimited, 6, 49
unlock, 6, 37
unmarried, 6, 4
unmistakable, 6, 9
unnatural, 6, 9
unpaid, 6, 17
unreasonable, 6, 8
unsatisfactory, 6, 1
unseen, 6, 30
unselfish, 6, 1
